Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,Tool_Torque
3,298.3,309.9,1408,55.6,131,0,0,0,0,0,0,78284.8,11.599999999999966,7283.6
2,298.5,308.8,1408,45.9,158,0,0,0,0,0,0,64627.2,10.300000000000011,7252.2
2,299.1,308.1,1347,50.1,68,0,0,0,0,0,0,67484.7,9.0,3406.8
3,300.7,311.6,1474,42.6,117,0,0,0,0,0,0,62792.4,10.900000000000034,4984.2
2,298.4,308.7,1489,41.5,12,0,0,0,0,0,0,61793.5,10.300000000000011,498.0
3,304.7,313.5,1461,36.7,194,0,0,0,0,0,0,53618.700000000004,8.800000000000011,7119.8
2,296.3,307.8,1421,45.5,168,0,0,0,0,0,0,64655.5,11.5,7644.0
3,301.6,311.0,1590,38.1,96,0,0,0,0,0,0,60579.0,9.399999999999977,3657.6000000000004
3,299.2,310.2,1339,52.0,164,0,0,0,0,0,0,69628.0,11.0,8528.0
2,302.0,311.7,1396,47.8,201,0,0,0,0,0,0,66728.8,9.699999999999989,9607.8
3,298.4,307.9,1464,45.7,22,0,0,0,0,0,0,66904.8,9.5,1005.4000000000001
2,302.1,311.3,1447,40.2,54,0,0,0,0,0,0,58169.4,9.199999999999989,2170.8
3,296.2,307.3,1657,33.3,26,0,0,0,0,0,0,55178.1,11.100000000000023,865.8
3,302.0,311.3,1759,23.6,202,0,0,0,0,0,0,41512.4,9.300000000000011,4767.200000000001
3,297.0,308.4,1727,32.4,51,0,0,0,0,0,0,55954.799999999996,11.399999999999977,1652.3999999999999
3,299.2,308.4,1398,48.4,36,0,0,0,0,0,0,67663.2,9.199999999999989,1742.3999999999999
3,298.8,308.7,1511,33.9,177,0,0,0,0,0,0,51222.9,9.899999999999977,6000.3
3,299.7,309.4,1456,40.9,20,0,0,0,0,0,0,59550.4,9.699999999999989,818.0
2,296.0,306.1,1476,43.6,168,0,0,0,0,0,0,64353.6,10.100000000000023,7324.8
3,297.4,308.4,1367,46.6,188,0,0,0,0,0,0,63702.200000000004,11.0,8760.800000000001
3,296.3,307.1,1667,29.7,121,0,0,0,0,0,0,49509.9,10.800000000000011,3593.7
3,299.8,309.0,1408,46.9,199,0,0,0,0,0,0,66035.2,9.199999999999989,9333.1
3,299.7,311.5,1698,30.4,83,0,0,0,0,0,0,51619.2,11.800000000000011,2523.2
2,298.0,307.8,1523,36.9,95,0,0,0,0,0,0,56198.7,9.800000000000011,3505.5
3,297.7,307.7,1448,42.6,123,0,0,0,0,0,0,61684.8,10.0,5239.8
3,302.5,312.5,1692,32.7,89,0,0,0,0,0,0,55328.4,10.0,2910.3
3,304.3,313.1,1810,25.9,182,0,0,0,0,0,0,46879.0,8.800000000000011,4713.8
3,297.6,308.5,1409,49.0,179,0,0,0,0,0,0,69041.0,10.899999999999977,8771.0
3,296.0,306.8,1401,42.2,114,0,0,0,0,0,0,59122.200000000004,10.800000000000011,4810.8
3,301.6,310.3,1978,22.4,105,0,0,0,0,0,0,44307.2,8.699999999999989,2352.0
2,298.3,307.6,1597,34.2,103,0,0,0,0,0,0,54617.4,9.300000000000011,3522.6000000000004
3,301.5,310.6,1660,29.7,110,0,0,0,0,0,0,49302.0,9.100000000000023,3267.0
3,303.2,311.5,1629,34.3,155,0,0,0,0,0,0,55874.7,8.300000000000011,5316.5
1,301.5,310.4,1583,33.2,61,0,0,0,0,0,0,52555.600000000006,8.899999999999977,2025.2000000000003
3,297.6,309.0,1225,60.4,142,0,0,0,0,0,0,73990.0,11.399999999999977,8576.8
2,300.5,311.7,1481,39.3,95,0,0,0,0,0,0,58203.299999999996,11.199999999999989,3733.4999999999995
3,300.7,310.8,1609,36.8,115,0,0,0,0,0,0,59211.2,10.100000000000023,4232.0
1,299.2,308.4,1483,41.7,191,0,0,0,0,0,0,61841.100000000006,9.199999999999989,7964.700000000001
3,300.7,312.1,1351,59.4,213,1,0,0,0,1,0,80249.4,11.400000000000034,12652.199999999999
3,296.9,308.9,1468,42.0,40,0,0,0,0,0,0,61656.0,12.0,1680.0
2,300.7,310.7,1496,40.1,70,0,0,0,0,0,0,59989.6,10.0,2807.0
3,302.4,311.2,1453,45.0,170,0,0,0,0,0,0,65385.0,8.800000000000011,7650.0
3,300.4,309.7,1568,32.1,73,0,0,0,0,0,0,50332.8,9.300000000000011,2343.3
2,298.4,310.2,1470,38.6,51,0,0,0,0,0,0,56742.0,11.800000000000011,1968.6000000000001
3,297.7,309.0,1442,44.1,131,0,0,0,0,0,0,63592.200000000004,11.300000000000011,5777.1
2,297.1,307.9,1470,39.2,46,0,0,0,0,0,0,57624.00000000001,10.799999999999955,1803.2
2,299.5,308.2,1404,48.7,16,0,0,0,0,0,0,68374.8,8.699999999999989,779.2
3,297.6,307.3,1949,19.3,179,0,0,0,0,0,0,37615.700000000004,9.699999999999989,3454.7000000000003
3,299.6,308.7,1536,43.1,204,0,0,0,0,0,0,66201.6,9.099999999999966,8792.4
3,298.4,308.2,1485,44.4,136,0,0,0,0,0,0,65934.0,9.800000000000011,6038.4
3,301.1,311.0,1349,51.8,114,0,0,0,0,0,0,69878.2,9.899999999999977,5905.2
3,301.7,311.0,1381,47.4,33,0,0,0,0,0,0,65459.4,9.300000000000011,1564.2
2,299.6,311.0,1615,38.1,204,0,0,0,0,0,0,61531.5,11.399999999999977,7772.400000000001
3,301.7,310.4,1372,55.6,122,0,0,0,0,0,0,76283.2,8.699999999999989,6783.2
2,299.4,310.3,1344,56.2,33,0,0,0,0,0,0,75532.8,10.900000000000034,1854.6000000000001
2,304.3,313.1,1491,43.3,45,0,0,0,0,0,0,64560.299999999996,8.800000000000011,1948.4999999999998
2,299.3,311.0,1455,48.2,77,0,0,0,0,0,0,70131.0,11.699999999999989,3711.4
3,301.4,310.4,1430,49.8,113,0,0,0,0,0,0,71214.0,9.0,5627.4
3,300.0,309.5,1333,51.2,28,0,0,0,0,0,0,68249.6,9.5,1433.6000000000001
2,298.2,308.9,1506,35.4,18,0,0,0,0,0,0,53312.4,10.699999999999989,637.1999999999999
3,297.2,308.3,1715,29.8,13,0,0,0,0,0,0,51107.0,11.100000000000023,387.40000000000003
3,298.2,308.7,1337,55.4,3,0,0,0,0,0,0,74069.8,10.5,166.2
2,302.6,312.1,1432,44.9,191,0,0,0,0,0,0,64296.799999999996,9.5,8575.9
3,303.8,312.6,1426,43.5,100,0,0,0,0,0,0,62031.0,8.800000000000011,4350.0
1,298.2,308.2,1438,49.4,92,0,0,0,0,0,0,71037.2,10.0,4544.8
1,299.5,308.6,1615,32.7,150,0,0,0,0,0,0,52810.50000000001,9.100000000000023,4905.0
3,298.7,310.3,1544,41.3,139,0,0,0,0,0,0,63767.2,11.600000000000023,5740.7
3,301.5,311.5,1482,42.4,155,0,0,0,0,0,0,62836.799999999996,10.0,6572.0
1,303.6,312.9,1466,48.5,0,0,0,0,0,0,0,71101.0,9.299999999999955,0.0
3,301.5,310.8,1712,26.8,68,0,0,0,0,0,0,45881.6,9.300000000000011,1822.4
3,300.8,310.0,1706,28.7,128,0,0,0,0,0,0,48962.2,9.199999999999989,3673.6
2,300.9,310.2,1576,34.8,228,0,0,0,0,0,0,54844.799999999996,9.300000000000011,7934.4
2,298.7,309.3,1782,24.9,78,0,0,0,0,0,0,44371.799999999996,10.600000000000023,1942.1999999999998
3,299.1,310.2,1473,41.6,80,0,0,0,0,0,0,61276.8,11.099999999999966,3328.0
3,300.5,310.6,1597,30.2,195,0,0,0,0,0,0,48229.4,10.100000000000023,5889.0
3,301.2,310.7,1473,37.8,157,0,0,0,0,0,0,55679.399999999994,9.5,5934.599999999999
1,299.2,309.6,1307,53.4,53,0,0,0,0,0,0,69793.8,10.400000000000034,2830.2
1,303.7,311.0,1634,30.6,52,0,0,0,0,0,0,50000.4,7.300000000000011,1591.2
1,302.0,310.4,1510,33.4,41,0,0,0,0,0,0,50434.0,8.399999999999977,1369.3999999999999
2,300.8,310.5,1675,26.3,70,0,0,0,0,0,0,44052.5,9.699999999999989,1841.0
3,298.4,308.6,1475,45.2,68,0,0,0,0,0,0,66670.0,10.200000000000045,3073.6000000000004
3,300.8,311.3,1493,47.5,167,0,0,0,0,0,0,70917.5,10.5,7932.5
1,299.4,310.2,1460,42.7,157,0,0,0,0,0,0,62342.00000000001,10.800000000000011,6703.900000000001
3,298.7,307.8,1373,45.4,184,0,0,0,0,0,0,62334.2,9.100000000000023,8353.6
3,301.6,311.0,1456,45.3,60,0,0,0,0,0,0,65956.8,9.399999999999977,2718.0
2,300.0,309.6,1428,49.4,84,0,0,0,0,0,0,70543.2,9.600000000000023,4149.599999999999
3,301.1,311.8,1462,43.0,130,0,0,0,0,0,0,62866.0,10.699999999999989,5590.0
2,301.1,309.9,1477,36.5,100,0,0,0,0,0,0,53910.5,8.799999999999955,3650.0
3,301.5,311.6,2078,23.1,104,0,0,0,0,0,0,48001.8,10.100000000000023,2402.4
3,300.2,311.6,1314,52.9,115,0,0,0,0,0,0,69510.59999999999,11.400000000000034,6083.5
3,299.8,309.8,1557,36.5,138,0,0,0,0,0,0,56830.5,10.0,5037.0
3,299.8,309.3,1542,37.3,4,0,0,0,0,0,0,57516.6,9.5,149.2
3,302.8,310.7,1500,38.2,199,0,0,0,0,0,0,57300.00000000001,7.899999999999977,7601.8
2,296.6,308.5,1914,22.0,80,0,0,0,0,0,0,42108.0,11.899999999999977,1760.0
3,298.8,309.0,1794,28.0,112,0,0,0,0,0,0,50232.0,10.199999999999989,3136.0
1,300.2,310.6,1622,33.0,40,0,0,0,0,0,0,53526.0,10.400000000000034,1320.0
2,299.0,310.2,1501,46.8,147,0,0,0,0,0,0,70246.8,11.199999999999989,6879.599999999999
2,297.5,308.6,1575,34.5,129,0,0,0,0,0,0,54337.5,11.100000000000023,4450.5
2,303.4,312.4,1655,31.4,77,0,0,0,0,0,0,51967.0,9.0,2417.7999999999997
1,297.8,309.5,1380,48.3,143,0,0,0,0,0,0,66654.0,11.699999999999989,6906.9
2,300.4,310.0,1403,44.0,144,0,0,0,0,0,0,61732.0,9.600000000000023,6336.0
3,303.6,311.1,1445,44.1,29,0,0,0,0,0,0,63724.5,7.5,1278.9
3,296.4,307.5,1509,37.1,150,0,0,0,0,0,0,55983.9,11.100000000000023,5565.0
1,297.2,309.0,1430,40.4,136,0,0,0,0,0,0,57772.0,11.800000000000011,5494.4
3,300.1,311.9,1414,45.6,58,0,0,0,0,0,0,64478.4,11.799999999999955,2644.8
3,298.6,308.4,1572,38.8,111,0,0,0,0,0,0,60993.6,9.799999999999955,4306.799999999999
2,303.6,312.6,1638,32.5,104,0,0,0,0,0,0,53235.0,9.0,3380.0
3,300.2,311.7,1486,49.5,27,0,0,0,0,0,0,73557.0,11.5,1336.5
2,303.5,312.8,1525,38.2,148,0,0,0,0,0,0,58255.00000000001,9.300000000000011,5653.6
2,301.0,309.7,1400,47.2,71,0,0,0,0,0,0,66080.0,8.699999999999989,3351.2000000000003
3,301.9,311.2,1353,49.8,19,0,0,0,0,0,0,67379.4,9.300000000000011,946.1999999999999
3,299.7,309.4,1438,43.7,56,0,0,0,0,0,0,62840.600000000006,9.699999999999989,2447.2000000000003
3,299.4,308.5,1479,47.8,148,0,0,0,0,0,0,70696.2,9.100000000000023,7074.4
2,299.2,309.7,1407,47.5,25,0,0,0,0,0,0,66832.5,10.5,1187.5
3,299.1,308.5,1445,63.6,134,1,0,0,1,0,0,91902.0,9.399999999999977,8522.4
2,300.5,310.4,1317,46.3,181,0,0,0,0,0,0,60977.1,9.899999999999977,8380.3
2,299.2,310.4,1333,51.1,117,0,0,0,0,0,0,68116.3,11.199999999999989,5978.7
3,301.9,310.4,1428,49.1,51,0,0,0,0,0,0,70114.8,8.5,2504.1
3,297.8,307.9,1282,51.6,120,0,0,0,0,0,0,66151.2,10.099999999999966,6192.0
3,301.5,310.7,1572,42.3,149,0,0,0,0,0,0,66495.59999999999,9.199999999999989,6302.7
3,299.1,308.1,1428,54.9,143,0,0,0,0,0,0,78397.2,9.0,7850.7
3,302.1,312.5,1364,49.8,12,0,0,0,0,0,0,67927.2,10.399999999999977,597.5999999999999
2,298.2,309.1,1403,48.7,71,0,0,0,0,0,0,68326.1,10.900000000000034,3457.7000000000003
3,300.9,310.4,1537,35.6,199,0,0,0,0,0,0,54717.200000000004,9.5,7084.400000000001
1,299.6,309.2,1529,35.6,0,0,0,0,0,0,0,54432.4,9.599999999999966,0.0
1,298.8,309.7,1538,34.1,118,0,0,0,0,0,0,52445.8,10.899999999999977,4023.8
3,297.4,308.8,1497,35.8,75,0,0,0,0,0,0,53592.6,11.400000000000034,2685.0
3,298.8,308.9,1676,32.3,180,0,0,0,0,0,0,54134.799999999996,10.099999999999966,5813.999999999999
2,301.1,310.7,1380,49.7,166,0,0,0,0,0,0,68586.0,9.599999999999966,8250.2
2,302.6,311.1,1510,43.5,201,0,0,0,0,0,0,65685.0,8.5,8743.5
3,302.7,311.2,1865,22.4,21,0,0,0,0,0,0,41776.0,8.5,470.4
3,298.1,308.2,1475,39.7,22,0,0,0,0,0,0,58557.50000000001,10.099999999999966,873.4000000000001
3,301.2,311.1,1337,46.7,66,0,0,0,0,0,0,62437.9,9.900000000000034,3082.2000000000003
2,300.8,310.6,1495,48.3,141,0,0,0,0,0,0,72208.5,9.800000000000011,6810.299999999999
1,302.5,311.6,1503,43.1,13,0,0,0,0,0,0,64779.3,9.100000000000023,560.3000000000001
2,297.8,308.6,1668,29.6,28,0,0,0,0,0,0,49372.8,10.800000000000011,828.8000000000001
2,302.2,311.3,1410,47.8,202,1,1,0,0,0,0,67398.0,9.100000000000023,9655.599999999999
2,297.9,307.9,1527,38.0,186,0,0,0,0,0,0,58026.0,10.0,7068.0
3,300.6,310.8,1378,50.1,192,0,0,0,0,0,0,69037.8,10.199999999999989,9619.2
3,297.8,309.1,1552,39.2,83,0,0,0,0,0,0,60838.4,11.300000000000011,3253.6000000000004
2,301.1,312.6,1813,24.3,142,0,0,0,0,0,0,44055.9,11.5,3450.6
2,301.4,310.9,1355,47.0,31,0,0,0,0,0,0,63685.0,9.5,1457.0
3,302.5,311.7,1315,69.5,145,1,0,0,1,0,0,91392.5,9.199999999999989,10077.5
3,296.9,307.9,1447,48.6,194,0,0,0,0,0,0,70324.2,11.0,9428.4
1,297.2,309.7,1271,50.9,0,0,0,0,0,0,0,64693.9,12.5,0.0
2,298.6,307.7,1601,31.5,176,0,0,0,0,0,0,50431.5,9.099999999999966,5544.0
3,297.0,308.9,1660,30.9,183,0,0,0,0,0,0,51294.0,11.899999999999977,5654.7
1,297.1,307.7,1449,44.6,202,0,0,0,0,0,0,64625.4,10.599999999999966,9009.2
3,302.5,311.0,1915,26.2,157,0,0,0,0,0,0,50173.0,8.5,4113.4
3,298.9,308.8,1521,39.8,91,0,0,0,0,0,0,60535.799999999996,9.900000000000034,3621.7999999999997
3,301.9,310.9,1529,46.2,121,0,0,0,0,0,0,70639.8,9.0,5590.200000000001
2,301.0,311.7,1738,30.2,162,0,0,0,0,0,0,52487.6,10.699999999999989,4892.4
1,298.6,309.2,1501,40.8,149,0,0,0,0,0,0,61240.799999999996,10.599999999999966,6079.2
2,302.1,311.9,1502,36.1,114,0,0,0,0,0,0,54222.200000000004,9.799999999999955,4115.400000000001
3,303.7,313.2,1413,41.7,155,0,0,0,0,0,0,58922.100000000006,9.5,6463.5
3,298.2,307.6,1262,63.5,42,0,0,0,0,0,0,80137.0,9.400000000000034,2667.0
3,301.4,310.6,1520,42.8,192,0,0,0,0,0,0,65055.99999999999,9.200000000000045,8217.599999999999
2,302.7,312.0,1459,43.4,214,0,0,0,0,0,0,63320.6,9.300000000000011,9287.6
3,302.6,311.4,1707,33.7,165,0,0,0,0,0,0,57525.9,8.799999999999955,5560.500000000001
2,301.5,310.9,1367,52.8,58,0,0,0,0,0,0,72177.59999999999,9.399999999999977,3062.3999999999996
3,300.0,309.9,1694,36.7,173,0,0,0,0,0,0,62169.8,9.899999999999977,6349.1
2,303.6,312.8,1399,43.7,25,0,0,0,0,0,0,61136.3,9.199999999999989,1092.5
3,298.9,309.8,1409,46.2,107,0,0,0,0,0,0,65095.8,10.900000000000034,4943.400000000001
2,301.6,310.7,1444,43.3,64,0,0,0,0,0,0,62525.2,9.099999999999966,2771.2
3,303.7,312.4,1471,44.7,169,0,0,0,0,0,0,65753.7,8.699999999999989,7554.3
3,300.7,310.5,1449,42.5,180,0,0,0,0,0,0,61582.5,9.800000000000011,7650.0
1,301.2,310.5,1580,32.4,56,0,0,0,0,0,0,51192.0,9.300000000000011,1814.3999999999999
3,300.3,309.1,1583,43.1,195,0,0,0,0,0,0,68227.3,8.800000000000011,8404.5
3,302.0,310.4,1330,55.0,192,1,0,1,0,0,0,73150.0,8.399999999999977,10560.0
2,301.6,310.6,1580,31.9,146,0,0,0,0,0,0,50402.0,9.0,4657.4
3,300.6,311.5,1606,40.6,30,0,0,0,0,0,0,65203.600000000006,10.899999999999977,1218.0
3,303.2,312.3,1368,52.4,87,0,0,0,0,0,0,71683.2,9.100000000000023,4558.8
3,297.6,309.3,1794,26.1,82,0,0,0,0,0,0,46823.4,11.699999999999989,2140.2000000000003
3,301.7,310.6,2675,10.8,124,1,0,0,1,0,0,28890.000000000004,8.900000000000034,1339.2
3,297.2,308.6,1414,52.1,47,0,0,0,0,0,0,73669.40000000001,11.400000000000034,2448.7000000000003
2,298.3,308.8,1593,34.8,139,0,0,0,0,0,0,55436.399999999994,10.5,4837.2
2,302.4,312.7,1628,32.4,105,0,0,0,0,0,0,52747.2,10.300000000000011,3402.0
3,299.8,310.7,1581,36.9,187,0,0,0,0,0,0,58338.899999999994,10.899999999999977,6900.3
3,302.9,310.7,1488,38.8,145,0,0,0,0,0,0,57734.399999999994,7.800000000000011,5626.0
3,300.0,311.0,1602,35.3,140,0,0,0,0,0,0,56550.6,11.0,4942.0
3,298.2,309.1,1398,46.7,135,0,0,0,0,0,0,65286.600000000006,10.900000000000034,6304.5
3,298.0,308.1,1438,41.7,164,0,0,0,0,0,0,59964.600000000006,10.100000000000023,6838.8
3,302.4,312.0,1445,50.8,165,0,0,0,0,0,0,73406.0,9.600000000000023,8382.0
1,299.1,310.8,1563,31.2,149,0,0,0,0,0,0,48765.6,11.699999999999989,4648.8
3,297.4,309.1,1538,35.2,62,0,0,0,0,0,0,54137.600000000006,11.700000000000045,2182.4
2,297.5,308.9,1525,38.8,13,0,0,0,0,0,0,59169.99999999999,11.399999999999977,504.4
2,296.8,307.9,1654,32.4,112,0,0,0,0,0,0,53589.6,11.099999999999966,3628.7999999999997
3,297.9,308.6,1698,30.8,93,0,0,0,0,0,0,52298.4,10.700000000000045,2864.4
3,300.1,309.6,1441,53.3,48,0,0,0,0,0,0,76805.3,9.5,2558.3999999999996
3,301.1,310.8,1525,40.8,209,0,0,0,0,0,0,62219.99999999999,9.699999999999989,8527.199999999999
3,296.6,307.4,1419,42.3,109,1,0,0,0,0,1,60023.7,10.799999999999955,4610.7
2,303.5,313.0,1905,22.5,106,0,0,0,0,0,0,42862.5,9.5,2385.0
2,298.4,308.4,1586,35.9,141,0,0,0,0,0,0,56937.399999999994,10.0,5061.9
2,298.4,308.4,1646,39.3,20,0,0,0,0,0,0,64687.799999999996,10.0,786.0
3,298.9,309.4,1697,29.0,85,0,0,0,0,0,0,49213.0,10.5,2465.0
3,296.6,307.8,1446,43.9,114,0,0,0,0,0,0,63479.4,11.199999999999989,5004.599999999999
2,298.5,308.1,1658,34.4,58,0,0,0,0,0,0,57035.2,9.600000000000023,1995.1999999999998
2,300.5,309.2,1444,47.3,18,0,0,0,0,0,0,68301.2,8.699999999999989,851.4
3,299.1,310.4,1575,32.6,71,0,0,0,0,0,0,51345.0,11.299999999999955,2314.6
2,299.0,309.7,1449,42.5,151,0,0,0,0,0,0,61582.5,10.699999999999989,6417.5
3,301.8,310.5,1520,36.6,59,0,0,0,0,0,0,55632.0,8.699999999999989,2159.4
3,298.8,309.5,1523,39.3,160,0,0,0,0,0,0,59853.899999999994,10.699999999999989,6288.0
3,299.7,309.9,1888,23.0,50,0,0,0,0,0,0,43424.0,10.199999999999989,1150.0
2,301.3,310.4,1502,38.7,146,0,0,0,0,0,0,58127.4,9.099999999999966,5650.200000000001
3,297.5,308.4,1666,31.7,75,0,0,0,0,0,0,52812.2,10.899999999999977,2377.5
3,302.1,311.3,1418,51.0,129,0,0,0,0,0,0,72318.0,9.199999999999989,6579.0
2,300.1,310.7,1426,50.0,97,0,0,0,0,0,0,71300.0,10.599999999999966,4850.0
3,301.4,311.0,1559,34.1,74,0,0,0,0,0,0,53161.9,9.600000000000023,2523.4
3,298.7,309.6,1467,40.8,161,0,0,0,0,0,0,59853.6,10.900000000000034,6568.799999999999
3,296.0,307.4,1580,35.5,176,0,0,0,0,0,0,56090.0,11.399999999999977,6248.0
3,300.6,311.5,1536,39.1,54,0,0,0,0,0,0,60057.600000000006,10.899999999999977,2111.4
3,300.5,312.0,1483,46.6,179,0,0,0,0,0,0,69107.8,11.5,8341.4
1,300.1,309.6,1503,42.1,106,0,0,0,0,0,0,63276.3,9.5,4462.6
2,297.6,307.9,1589,32.7,33,0,0,0,0,0,0,51960.3,10.299999999999955,1079.1000000000001
2,300.7,312.0,1430,42.9,221,0,0,0,0,0,0,61347.0,11.300000000000011,9480.9
1,299.4,310.7,1308,48.1,38,0,0,0,0,0,0,62914.8,11.300000000000011,1827.8
2,297.8,307.5,1569,37.2,134,0,0,0,0,0,0,58366.8,9.699999999999989,4984.8
3,304.3,313.3,1469,40.1,146,0,0,0,0,0,0,58906.9,9.0,5854.6
3,304.1,313.9,1389,55.1,142,0,0,0,0,0,0,76533.90000000001,9.799999999999955,7824.2
1,299.9,309.6,1431,51.2,64,0,0,0,0,0,0,73267.2,9.700000000000045,3276.8
3,298.5,309.7,1718,27.5,97,0,0,0,0,0,0,47245.0,11.199999999999989,2667.5
3,298.1,307.3,1505,36.7,101,0,0,0,0,0,0,55233.50000000001,9.199999999999989,3706.7000000000003
3,297.7,309.1,1476,50.4,125,0,0,0,0,0,0,74390.4,11.400000000000034,6300.0
2,300.5,311.9,1474,38.9,129,0,0,0,0,0,0,57338.6,11.399999999999977,5018.099999999999
3,302.4,310.3,1487,35.1,162,0,0,0,0,0,0,52193.700000000004,7.900000000000034,5686.2
2,296.6,307.5,1517,37.5,30,0,0,0,0,0,0,56887.5,10.899999999999977,1125.0
3,298.4,308.2,1433,46.8,108,0,0,0,0,0,0,67064.4,9.800000000000011,5054.4
2,299.3,309.2,1395,47.1,31,0,0,0,0,0,0,65704.5,9.899999999999977,1460.1000000000001
2,298.0,308.7,1424,61.3,120,1,0,0,1,0,0,87291.2,10.699999999999989,7356.0
2,298.9,309.9,1427,44.3,48,0,0,0,0,0,0,63216.1,11.0,2126.3999999999996
3,302.6,311.5,1583,33.9,169,0,0,0,0,0,0,53663.7,8.899999999999977,5729.099999999999
2,297.6,308.2,1516,39.0,217,0,0,0,0,0,0,59124.0,10.599999999999966,8463.0
3,302.2,311.0,2055,18.9,54,0,0,0,0,0,0,38839.5,8.800000000000011,1020.5999999999999
2,298.7,309.9,1679,32.2,168,0,0,0,0,0,0,54063.8,11.199999999999989,5409.6
3,303.5,312.7,1488,40.1,0,0,0,0,0,0,0,59668.8,9.199999999999989,0.0
1,298.9,309.5,1371,45.5,56,0,0,0,0,0,0,62380.5,10.600000000000023,2548.0
3,298.2,309.3,1414,44.5,138,0,0,0,0,0,0,62923.0,11.100000000000023,6141.0
3,302.4,310.3,2216,15.4,135,0,0,0,0,0,0,34126.4,7.900000000000034,2079.0
2,301.2,310.6,1383,43.7,109,0,0,0,0,0,0,60437.100000000006,9.400000000000034,4763.3
3,299.8,308.7,1630,32.9,126,0,0,0,0,0,0,53627.0,8.899999999999977,4145.4
2,299.1,308.8,1510,40.2,116,0,0,0,0,0,0,60702.00000000001,9.699999999999989,4663.200000000001
3,300.5,311.9,1670,32.3,17,0,0,0,0,0,0,53940.99999999999,11.399999999999977,549.0999999999999
2,298.7,310.7,1591,30.4,101,0,0,0,0,0,0,48366.399999999994,12.0,3070.3999999999996
3,302.4,311.5,1448,51.3,44,0,0,0,0,0,0,74282.4,9.100000000000023,2257.2
1,301.7,310.8,1764,25.7,9,0,0,0,0,0,0,45334.799999999996,9.100000000000023,231.29999999999998
2,295.3,306.4,1484,44.2,40,0,0,0,0,0,0,65592.8,11.099999999999966,1768.0
2,302.2,310.8,1799,23.9,86,0,0,0,0,0,0,42996.1,8.600000000000023,2055.4
3,298.9,308.2,1716,26.0,13,0,0,0,0,0,0,44616.0,9.300000000000011,338.0
3,297.7,307.2,1691,27.0,173,0,0,0,0,0,0,45657.0,9.5,4671.0
3,299.6,309.0,1664,27.4,73,0,0,0,0,0,0,45593.6,9.399999999999977,2000.1999999999998
3,299.3,310.1,1674,30.6,50,0,0,0,0,0,0,51224.4,10.800000000000011,1530.0
1,298.0,308.4,1360,43.1,44,0,0,0,0,0,0,58616.0,10.399999999999977,1896.4
3,301.1,310.5,1403,49.3,88,0,0,0,0,0,0,69167.9,9.399999999999977,4338.4
3,302.4,311.4,1413,52.6,17,0,0,0,0,0,0,74323.8,9.0,894.2
3,295.6,306.0,1543,36.3,17,0,0,0,0,0,0,56010.899999999994,10.399999999999977,617.0999999999999
3,302.4,311.2,1891,24.5,157,0,0,0,0,0,0,46329.5,8.800000000000011,3846.5
1,298.5,309.0,1673,30.2,121,0,0,0,0,0,0,50524.6,10.5,3654.2
3,300.1,311.5,1509,42.5,71,0,0,0,0,0,0,64132.5,11.399999999999977,3017.5
3,297.9,308.0,1758,25.0,180,0,0,0,0,0,0,43950.0,10.100000000000023,4500.0
2,299.6,310.8,1377,48.8,4,0,0,0,0,0,0,67197.59999999999,11.199999999999989,195.2
3,302.0,310.5,1497,40.0,88,0,0,0,0,0,0,59880.0,8.5,3520.0
2,299.8,312.4,2175,17.1,95,0,0,0,0,0,0,37192.5,12.599999999999966,1624.5000000000002
3,296.0,307.3,1486,38.3,83,0,0,0,0,0,0,56913.799999999996,11.300000000000011,3178.8999999999996
2,298.5,309.3,1532,38.5,116,0,0,0,0,0,0,58982.0,10.800000000000011,4466.0
3,298.2,308.4,1927,21.6,12,0,0,0,0,0,0,41623.200000000004,10.199999999999989,259.20000000000005
2,300.2,311.1,1394,50.5,99,0,0,0,0,0,0,70397.0,10.900000000000034,4999.5
3,300.3,310.6,1412,53.3,145,0,0,0,0,0,0,75259.59999999999,10.300000000000011,7728.5
2,301.4,312.4,1811,25.3,138,0,0,0,0,0,0,45818.3,11.0,3491.4
2,302.4,310.4,1366,52.8,163,1,0,1,0,0,0,72124.8,8.0,8606.4
2,297.9,309.3,1579,40.3,55,0,0,0,0,0,0,63633.7,11.400000000000034,2216.5
1,299.7,309.0,1516,36.8,216,0,0,0,0,0,0,55788.799999999996,9.300000000000011,7948.799999999999
2,298.4,308.8,1439,49.4,64,0,0,0,0,0,0,71086.59999999999,10.400000000000034,3161.6
2,297.2,308.2,1775,29.8,47,0,0,0,0,0,0,52895.0,11.0,1400.6000000000001
3,296.7,307.8,1432,45.7,124,0,0,0,0,0,0,65442.4,11.100000000000023,5666.8
3,299.0,310.6,1364,46.2,176,0,0,0,0,0,0,63016.8,11.600000000000023,8131.200000000001
2,303.2,312.4,1625,34.0,159,0,0,0,0,0,0,55250.0,9.199999999999989,5406.0
2,299.1,310.4,1653,30.4,59,0,0,0,0,0,0,50251.2,11.299999999999955,1793.6
2,303.9,313.2,1442,47.2,111,0,0,0,0,0,0,68062.40000000001,9.300000000000011,5239.200000000001
2,299.2,310.2,1592,33.7,116,0,0,0,0,0,0,53650.4,11.0,3909.2000000000003
